category,level,year,name,id,credits,professor,department,sub-category,language,location,remark
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000700 018,3,Christopher Hemann,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Tue.(14:00~15:15)', 'place': '2-102'}, {'time': 'Thur.(14:00~15:15)', 'place': '2-102'}]","ⓔ®Only first-year students can sign up until August 13th (This is a scientific academic writing course for Engineering and Science students but any student can sign up. If you are not eligible for the course, you will fail it. See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000700 016,3,Clements Nick,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(09:30~10:45)', 'place': '2-106'}, {'time': 'Wed.(09:30~10:45)', 'place': '2-106'}]","ⓔ®Only first-year students can sign up until August 13th (This is a scientific academic writing course for Engineering and Science students but any student can sign up. If you are not eligible for the course, you will fail it. See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000700 017,3,Clements Nick,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(11:00~12:15)', 'place': '2-106'}, {'time': 'Wed.(11:00~12:15)', 'place': '2-106'}]","ⓔ®Only first-year students can sign up until August 13th (This is a scientific academic writing course for Engineering and Science students but any student can sign up. If you are not eligible for the course, you will fail it. See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 004,3,Hyunyang Lim,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(12:30~13:45)', 'place': '5-107-1'}, {'time': 'Wed.(12:30~13:45)', 'place': '5-107-1'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000700 019,3,Nicholas William Shaw,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(11:00~12:15)', 'place': '3-115'}, {'time': 'Wed.(11:00~12:15)', 'place': '3-115'}]",Course Registration Limit ⓔOnly for a hearing-impaired student who has already applied for the course.(See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90.)
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 003,3,Kim Dasan,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(11:00~12:15)', 'place': '5-107-1'}, {'time': 'Wed.(11:00~12:15)', 'place': '5-107-1'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 005,3,Hyunah Ahn,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(12:30~13:45)', 'place': '5-107-2'}, {'time': 'Wed.(12:30~13:45)', 'place': '5-107-2'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 002,3,Shin Abigail,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(11:00~12:15)', 'place': '2-104'}, {'time': 'Wed.(11:00~12:15)', 'place': '2-104'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 001,3,Youmi Jung,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(09:30~10:45)', 'place': '5-107-1'}, {'time': 'Wed.(09:30~10:45)', 'place': '5-107-1'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 014,3,Saehee Hwang,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(14:00~15:15)', 'place': '5-107-2'}, {'time': 'Wed.(14:00~15:15)', 'place': '5-107-2'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 006,3,Shin Abigail,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(14:00~15:15)', 'place': '2-104'}, {'time': 'Wed.(14:00~15:15)', 'place': '2-104'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 008,3,Joohee Seo,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Tue.(09:30~10:45)', 'place': '3-116'}, {'time': 'Thur.(09:30~10:45)', 'place': '3-116'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 013,3,Raymond Salcedo,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Tue.(14:00~15:15)', 'place': '2-104'}, {'time': 'Thur.(14:00~15:15)', 'place': '2-104'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 012,3,Dr James Wood,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Tue.(12:30~13:45)', 'place': '2-101'}, {'time': 'Thur.(12:30~13:45)', 'place': '2-101'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 010,3,Hee Youn Cho,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Tue.(12:30~13:45)', 'place': '2-101-1'}, {'time': 'Thur.(12:30~13:45)', 'place': '2-101-1'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 011,3,Kim Eunah,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Tue.(12:30~13:45)', 'place': '3-213'}, {'time': 'Thur.(12:30~13:45)', 'place': '3-213'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 009,3,Kim Eunah,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Tue.(11:00~12:15)', 'place': '3-213'}, {'time': 'Thur.(11:00~12:15)', 'place': '3-213'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 007,3,,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Mon.(15:30~16:45)', 'place': '3-116'}, {'time': 'Wed.(15:30~16:45)', 'place': '3-116'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Subject for Liberal Education,Undergraduate,1,College English 2,L0441.000800 015,3,Raymond Salcedo,Department of English Language and Literature,Academic Foundations - Foreign Languages,English,"[{'time': 'Tue.(15:30~16:45)', 'place': '2-104'}, {'time': 'Thur.(15:30~16:45)', 'place': '2-104'}]","ⓔ®Only first-year students can sign up until August 13th (If you are not eligible for the course, you will fail it., See Course Registration Guidelines at https://liberaledu.snu.ac.kr/node/90 before registration.)"
Reading and Research,Graduate,0,Reading and Research,339.803 003,3,Lee Sang-Hun,Department of Brain and Cognitive Sciences,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,1,Dissertation Research,406.811 001,3,Moon Ilkyeong,Department of Industrial Engineering,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,1,Dissertation Research,406.811 002,3,Park Kun Soo,Department of Industrial Engineering,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,,Dissertation Research,M3239.002000 001,3,Cha Sang Kyun,Data Science Major,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,,Dissertation Research,M3239.002000 002,3,Shin Hyopil,Data Science Major,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,339.803 001,3,Kwon  Junsoo,Department of Brain and Cognitive Sciences,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,339.803 002,3,Euitae Kim,Department of Brain and Cognitive Sciences,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,,Dissertation Research,M3239.002000 005,3,Li Wen Syan,Data Science Major,,English,"[{'time': '', 'place': ''}]",ⓔ
Reading and Research,Graduate,,Dissertation Research,M3239.002000 004,3,Kim Yongdai,Data Science Major,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,,Dissertation Research,M3239.002000 003,3,Lee Jaejin,Data Science Major,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,339.803 004,3,Lee Sang Ah,Department of Brain and Cognitive Sciences,,English,"[{'time': '', 'place': ''}]",ⓔ
Reading and Research,Graduate,1,Dissertation Research,406.811 003,3,Yun Myung Hwan,Department of Industrial Engineering,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,1,Dissertation Research,406.811 004,3,Kyungsik Lee,Department of Industrial Engineering,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,1,Dissertation Research,406.811 005,3,Lee Deok Joo,Department of Industrial Engineering,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,1,Dissertation Research,406.811 006,3,Lee Jaewook,Department of Industrial Engineering,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,339.803 005,3,Lee Sukho,Department of Brain and Cognitive Sciences,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,1,Dissertation Research,406.811 008,3,Cho Sungzoon,Department of Industrial Engineering,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,,Dissertation Research,M3239.002000 007,3,Kim Hyung-Sin,Data Science Major,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,,Dissertation Research,M3239.002000 009,3,Lee Joonseok,Data Science Major,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,,Dissertation Research,M3239.002000 006,3,Seunggeun Lee,Data Science Major,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,,Dissertation Research,M3239.002000 008,3,Min-Hwan Oh,Data Science Major,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,339.803 007,3,Chung Chun Kee,Department of Brain and Cognitive Sciences,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,1,Dissertation Research,406.811 007,3,Chang Woojin,Department of Industrial Engineering,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,339.803 008,3,Jiook Cha,Department of Brain and Cognitive Sciences,,Korean,"[{'time': '', 'place': ''}]", 
